Employee_ID,Hire_Date,Age,Gender,Marital_Status,Region,Education_Level,Department,Employment_Type,Shift,Tenure_Years,Monthly_Salary_PHP,Performance_Score,Performance_Rating,Training_Hours_YTD,Absences_YTD,Overtime_Hours_Monthly,Distance_Office_KM,Job_Satisfaction_Score,Work_Life_Balance_Score,Num_Promotions,Prev_Companies,Attrition,Hire_Year,Salary_Bracket,Age_Group,High_Performer,Engagement_Score,Promotion_Rate,Overtime_Intensity,Cluster
EMP02533,2022-08-07,44.0,Female,Single,Region VII,Master,IT,Regular,Morning,30.0,83000.0,1.0,Needs Improvement,29.0,14,14,163.0,1.8,4.1,2,4,1,2022,Very High,Mid-Career (31-45),0,2.9499999999999997,0.06666666666666667,Moderate,2
EMP04917,2009-03-07,48.0,Female,Separated,NCR,Master,IT,Regular,Afternoon,23.5,69500.0,2.9,Meets Expectations,39.0,9,17,4.0,3.6,4.8,4,2,1,2009,Very High,Senior (46+),0,4.2,0.1702127659574468,Moderate,3
EMP05326,2021-08-15,58.0,Female,Single,Region III,Master,Legal/Compliance,Project-based,Graveyard,14.4,62500.0,5.0,Outstanding,54.0,7,20,71.0,7.4,6.4,5,1,1,2021,Very High,Senior (46+),1,6.9,0.3472222222222222,Moderate,1
EMP01843,2020-06-19,40.0,Male,Married,Region I,Master,Operations,Regular,Morning,13.4,55500.0,3.9,Exceeds Expectations,35.0,10,20,242.0,5.2,4.4,4,1,0,2020,High,Mid-Career (31-45),0,4.800000000000001,0.29850746268656714,Moderate,3
EMP02306,2015-11-26,58.0,Female,Single,NCR,High School,Customer Service,Regular,Night,28.0,37500.0,1.1,Needs Improvement,25.0,13,14,14.0,1.8,4.4,2,3,0,2015,Medium,Senior (46+),0,3.1,0.07142857142857142,Moderate,2
EMP01241,2019-07-13,32.0,Female,Widowed,Region VII,Bachelor,Customer Service,Project-based,Morning,6.2,28500.0,4.2,Exceeds Expectations,36.0,30,30,171.0,7.5,6.6,2,1,1,2019,Medium,Mid-Career (31-45),1,7.05,0.3225806451612903,High,2
EMP01085,2009-08-07,40.0,Male,Married,Region IV-A,High School,Sales,Regular,Morning,10.5,25000.0,3.1,Meets Expectations,45.0,18,23,62.0,3.1,5.5,2,2,1,2009,Low,Mid-Career (31-45),0,4.3,0.19047619047619047,High,2
EMP04165,2013-07-11,35.0,Male,Married,Region XI,Bachelor,Operations,Contractual,Night,4.4,22000.0,3.8,Exceeds Expectations,30.0,11,27,300.0,4.2,3.0,1,2,1,2013,Low,Mid-Career (31-45),0,3.6,0.22727272727272727,High,3
EMP01808,2019-09-14,45.0,Female,Single,NCR,Bachelor,Customer Service,Contractual,Night,10.5,26500.0,3.8,Exceeds Expectations,39.0,9,30,12.0,7.1,5.1,2,0,0,2019,Medium,Mid-Career (31-45),0,6.1,0.19047619047619047,High,3
EMP05775,2013-07-31,33.0,Female,Single,Region IV-A,Master,Sales,Contractual,Morning,3.9,42500.0,4.3,Exceeds Expectations,51.0,7,21,38.0,3.8,3.2,1,0,1,2013,High,Mid-Career (31-45),1,3.5,0.25641025641025644,High,3
EMP03751,2021-01-29,39.0,Male,Single,NCR,High School,Sales,Contractual,Night,5.6,20000.0,3.1,Meets Expectations,33.0,17,12,14.0,2.2,4.3,1,2,1,2021,Low,Mid-Career (31-45),0,3.25,0.17857142857142858,Moderate,3
EMP02361,2016-04-07,42.0,Male,Separated,Region III,Master,Customer Service,Regular,Night,16.0,48000.0,4.4,Exceeds Expectations,50.0,9,27,51.0,4.4,4.2,4,2,0,2016,High,Mid-Career (31-45),1,4.300000000000001,0.25,High,3
EMP01706,2019-12-24,58.0,Male,Separated,Region IV-A,Bachelor,Legal/Compliance,Regular,Graveyard,27.5,59000.0,2.8,Meets Expectations,37.0,17,7,32.0,4.4,1.5,5,3,0,2019,High,Senior (46+),0,2.95,0.18181818181818182,Low,1
EMP04913,2016-05-12,50.0,Female,Single,Region III,Bachelor,Operations,Project-based,Morning,7.8,36000.0,3.1,Meets Expectations,27.0,13,12,80.0,2.0,7.4,1,3,1,2016,Medium,Senior (46+),0,4.7,0.12820512820512822,Moderate,3
EMP01928,2009-02-24,35.0,Female,Married,Region III,Bachelor,HR,Contractual,Morning,5.5,40000.0,4.3,Exceeds Expectations,52.0,30,17,45.0,5.7,2.9,2,1,1,2009,Medium,Mid-Career (31-45),1,4.3,0.36363636363636365,Moderate,2
EMP01747,2011-06-02,51.0,Female,Single,NCR,Master,Sales,Contractual,Afternoon,8.6,46000.0,2.5,Meets Expectations,42.0,10,17,14.0,2.9,4.8,1,1,1,2011,High,Senior (46+),0,3.8499999999999996,0.11627906976744186,Moderate,3
EMP03460,2019-05-18,58.0,Male,Single,Region XI,Bachelor,Sales,Regular,Graveyard,19.8,49500.0,4.7,Outstanding,44.0,7,12,300.0,4.9,5.7,6,1,0,2019,High,Senior (46+),1,5.300000000000001,0.30303030303030304,Moderate,1
EMP01158,2010-07-02,47.0,Female,Single,NCR,Bachelor,Marketing,Contractual,Night,10.7,41500.0,2.6,Meets Expectations,28.0,21,20,7.0,2.3,3.9,2,3,1,2010,High,Senior (46+),0,3.0999999999999996,0.1869158878504673,Moderate,2
EMP02331,2011-12-09,49.0,Male,Married,Region IV-A,Master,HR,Regular,Afternoon,22.8,51000.0,3.3,Meets Expectations,27.0,15,21,32.0,6.0,5.3,5,2,0,2011,High,Senior (46+),0,5.65,0.21929824561403508,High,3
EMP04258,2021-07-12,37.0,Female,Single,NCR,Bachelor,Operations,Regular,Morning,11.3,36000.0,2.9,Meets Expectations,30.0,12,14,6.0,4.7,4.5,2,0,0,2021,Medium,Mid-Career (31-45),0,4.6,0.17699115044247787,Moderate,3
EMP02271,2017-11-27,40.0,Male,Married,NCR,Vocational,IT,Regular,Afternoon,16.3,58000.0,4.4,Exceeds Expectations,44.0,8,4,12.0,7.5,5.6,5,2,0,2017,High,Mid-Career (31-45),1,6.55,0.3067484662576687,Low,3
EMP05399,2009-12-03,30.0,Female,Single,Region III,Master,Operations,Regular,Morning,6.0,42500.0,3.9,Exceeds Expectations,34.0,17,36,31.0,4.2,4.5,1,0,0,2009,High,Young (18-30),0,4.35,0.16666666666666666,Very High,3
EMP03993,2015-07-28,45.0,Male,Single,NCR,High School,HR,Regular,Morning,18.0,33000.0,2.6,Meets Expectations,16.0,18,18,5.0,3.2,5.8,3,2,1,2015,Medium,Mid-Career (31-45),0,4.5,0.16666666666666666,Moderate,3
EMP02039,2021-03-02,38.0,Male,Married,NCR,Master,Operations,Regular,Night,11.1,47000.0,3.3,Meets Expectations,41.0,0,27,14.0,4.3,3.3,2,0,1,2021,High,Mid-Career (31-45),0,3.8,0.1801801801801802,High,3
EMP05980,2013-01-08,58.0,Female,Widowed,Region IV-A,Bachelor,Operations,Regular,Afternoon,23.7,46000.0,1.0,Needs Improvement,14.0,14,29,42.0,3.4,3.3,1,2,0,2013,High,Senior (46+),0,3.3499999999999996,0.04219409282700422,High,2
EMP04448,2015-11-23,36.0,Female,Married,Region I,Bachelor,IT,Regular,Afternoon,13.9,55000.0,5.0,Outstanding,42.0,6,12,107.0,5.4,5.4,4,0,0,2015,High,Mid-Career (31-45),1,5.4,0.28776978417266186,Moderate,3
EMP01764,2014-12-23,58.0,Male,Single,Region III,Vocational,Marketing,Regular,Night,28.2,48500.0,4.0,Exceeds Expectations,39.0,9,14,38.0,5.7,5.6,7,2,0,2014,High,Senior (46+),1,5.65,0.24822695035460993,Moderate,1
EMP02445,2020-08-30,37.0,Female,Single,Region I,Bachelor,Customer Service,Regular,Afternoon,12.4,38500.0,4.3,Exceeds Expectations,32.0,11,17,211.0,3.8,7.3,3,1,1,2020,Medium,Mid-Career (31-45),1,5.55,0.24193548387096772,Moderate,3
EMP04806,2017-01-08,42.0,Female,Married,Region III,Vocational,Legal/Compliance,Contractual,Night,8.2,41500.0,4.1,Exceeds Expectations,57.0,8,24,34.0,6.0,6.0,2,2,1,2017,High,Mid-Career (31-45),1,6.0,0.24390243902439027,High,3
EMP02594,2013-01-26,37.0,Female,Widowed,Region VII,Bachelor,Operations,Regular,Night,16.8,40500.0,2.9,Meets Expectations,22.0,11,34,300.0,5.0,4.3,3,0,1,2013,High,Mid-Career (31-45),0,4.65,0.17857142857142858,Very High,3
EMP02042,2014-01-16,38.0,Male,Single,NCR,Bachelor,Marketing,Project-based,Night,8.2,47000.0,2.9,Meets Expectations,21.0,24,31,5.0,3.0,1.1,1,2,1,2014,High,Mid-Career (31-45),0,2.05,0.12195121951219513,Very High,3
EMP02104,2010-09-21,47.0,Female,Separated,Region III,Bachelor,Customer Service,Regular,Night,19.6,50000.0,2.7,Meets Expectations,40.0,12,27,69.0,1.4,3.0,3,1,0,2010,High,Senior (46+),0,2.2,0.1530612244897959,High,3
EMP03120,2014-08-03,29.0,Female,Single,Region XI,Master,Customer Service,Regular,Night,7.1,44500.0,3.3,Meets Expectations,43.0,11,29,300.0,3.5,4.7,1,0,1,2014,High,Young (18-30),0,4.1,0.14084507042253522,High,3
EMP05232,2021-10-06,37.0,Male,Married,Region III,Bachelor,HR,Regular,Afternoon,14.8,46500.0,4.0,Exceeds Expectations,39.0,11,20,53.0,4.2,3.1,4,1,0,2021,High,Mid-Career (31-45),1,3.6500000000000004,0.27027027027027023,Moderate,3
EMP02627,2016-06-08,46.0,Female,Single,Region XI,Master,Operations,Regular,Night,17.8,47500.0,3.0,Meets Expectations,36.0,11,29,300.0,6.8,8.1,4,0,0,2016,High,Senior (46+),0,7.449999999999999,0.2247191011235955,High,3
EMP04544,2008-09-21,57.0,Female,Single,NCR,Master,Sales,Contractual,Graveyard,10.4,40500.0,3.4,Meets Expectations,40.0,9,15,11.0,5.5,5.5,2,1,1,2008,High,Senior (46+),0,5.5,0.1923076923076923,Moderate,3
EMP04919,2013-01-02,45.0,Female,Separated,NCR,Master,IT,Regular,Morning,19.9,71000.0,3.4,Meets Expectations,25.0,13,24,6.0,3.9,6.6,4,2,0,2013,Very High,Mid-Career (31-45),0,5.25,0.20100502512562815,High,3
EMP03860,2023-01-31,58.0,Male,Married,NCR,Vocational,Operations,Regular,Night,23.5,39500.0,3.0,Meets Expectations,29.0,12,17,12.0,4.2,5.8,5,2,0,2023,Medium,Senior (46+),0,5.0,0.2127659574468085,Moderate,3
EMP04959,2016-06-09,38.0,Female,Married,NCR,Bachelor,Operations,Regular,Night,11.4,34000.0,4.0,Exceeds Expectations,39.0,10,30,9.0,4.6,4.9,3,2,1,2016,Medium,Mid-Career (31-45),1,4.75,0.2631578947368421,High,3
EMP05155,2013-05-29,37.0,Male,Single,NCR,Master,Sales,Project-based,Night,3.7,51500.0,3.4,Meets Expectations,43.0,14,22,7.0,2.8,4.1,0,0,1,2013,High,Mid-Career (31-45),0,3.4499999999999997,0.0,High,3
EMP03521,2022-11-07,45.0,Male,Single,Region III,High School,IT,Regular,Afternoon,22.4,60500.0,2.5,Meets Expectations,44.0,16,14,35.0,4.7,5.6,3,2,1,2022,Very High,Mid-Career (31-45),0,5.15,0.13392857142857142,Moderate,3
EMP05951,2021-04-01,47.0,Female,Single,NCR,Bachelor,Sales,Regular,Morning,16.6,47000.0,4.2,Exceeds Expectations,39.0,7,11,13.0,6.6,4.4,5,5,0,2021,High,Senior (46+),1,5.5,0.3012048192771084,Moderate,3
EMP05622,2010-04-18,45.0,Male,Married,Region XI,Bachelor,Marketing,Regular,Night,22.0,57500.0,3.2,Meets Expectations,36.0,9,15,300.0,2.6,6.4,4,2,1,2010,High,Mid-Career (31-45),0,4.5,0.18181818181818182,Moderate,3
EMP04684,2018-09-11,32.0,Female,Married,Region IV-A,Bachelor,Operations,Regular,Afternoon,7.1,33000.0,2.8,Meets Expectations,41.0,14,33,57.0,1.4,1.3,1,4,1,2018,Medium,Mid-Career (31-45),0,1.35,0.14084507042253522,Very High,3
EMP04910,2014-01-31,58.0,Female,Married,Region III,Bachelor,Sales,Regular,Night,19.8,42500.0,2.9,Meets Expectations,47.0,0,14,80.0,4.8,1.0,4,3,0,2014,High,Senior (46+),0,2.9,0.20202020202020202,Moderate,1
EMP02145,2013-12-28,39.0,Female,Married,NCR,High School,Sales,Regular,Night,10.1,27000.0,3.4,Meets Expectations,27.0,9,11,5.0,1.2,4.8,2,0,1,2013,Medium,Mid-Career (31-45),0,3.0,0.19801980198019803,Moderate,3
EMP05065,2023-05-24,40.0,Female,Married,Region III,Master,Customer Service,Regular,Morning,15.1,46500.0,3.3,Meets Expectations,27.0,18,21,49.0,3.5,4.7,3,0,1,2023,High,Mid-Career (31-45),0,4.1,0.19867549668874174,High,2
EMP05968,2017-11-19,52.0,Male,Married,Region XI,Bachelor,IT,Regular,Morning,27.7,65000.0,3.3,Meets Expectations,50.0,9,14,300.0,4.2,5.1,6,1,0,2017,Very High,Senior (46+),0,4.65,0.21660649819494585,Moderate,1
EMP02621,2011-03-08,35.0,Male,Married,Region XI,Bachelor,Finance,Regular,Morning,19.9,61000.0,2.8,Meets Expectations,36.0,10,20,300.0,2.9,5.7,3,0,1,2011,Very High,Mid-Career (31-45),0,4.3,0.15075376884422112,Moderate,3
EMP05589,2022-08-12,33.0,Male,Single,Region III,Bachelor,IT,Regular,Night,10.6,54000.0,3.8,Exceeds Expectations,36.0,9,12,51.0,8.3,6.8,3,0,0,2022,High,Mid-Career (31-45),0,7.550000000000001,0.2830188679245283,Moderate,3
EMP02193,2017-03-12,22.0,Female,Married,CAR,Vocational,Sales,Project-based,Afternoon,1.3,16000.0,4.3,Exceeds Expectations,54.0,0,15,300.0,4.8,5.4,0,0,1,2017,Low,Young (18-30),1,5.1,0.0,Moderate,3
EMP02102,2023-08-30,52.0,Female,Married,Region XI,Master,Legal/Compliance,Regular,Morning,23.8,63000.0,3.9,Exceeds Expectations,50.0,7,29,195.0,5.6,8.2,6,0,0,2023,Very High,Senior (46+),0,6.8999999999999995,0.25210084033613445,High,1
EMP02979,2015-07-09,44.0,Female,Married,NCR,Bachelor,Customer Service,Regular,Graveyard,18.2,37500.0,3.1,Meets Expectations,36.0,9,13,13.0,3.9,1.4,4,2,1,2015,Medium,Mid-Career (31-45),0,2.65,0.21978021978021978,Moderate,3
EMP05213,2023-10-20,45.0,Male,Separated,CAR,Bachelor,HR,Contractual,Night,9.3,29000.0,3.9,Exceeds Expectations,40.0,17,16,300.0,6.4,4.8,2,2,1,2023,Medium,Mid-Career (31-45),0,5.6,0.2150537634408602,Moderate,3
EMP01423,2010-12-07,25.0,Female,Single,CAR,Bachelor,Operations,Regular,Night,4.7,22500.0,4.5,Exceeds Expectations,42.0,13,43,296.0,8.6,5.2,1,0,1,2010,Low,Young (18-30),1,6.9,0.2127659574468085,Very High,3
EMP01590,2011-04-22,58.0,Female,Married,Region III,Vocational,Operations,Regular,Afternoon,24.3,43500.0,2.6,Meets Expectations,39.0,14,28,44.0,4.4,3.5,5,0,0,2011,High,Senior (46+),0,3.95,0.205761316872428,High,3
EMP03498,2020-11-03,40.0,Female,Single,NCR,Bachelor,Customer Service,Contractual,Graveyard,10.2,30000.0,3.3,Meets Expectations,43.0,13,33,8.0,4.9,2.9,2,3,1,2020,Medium,Mid-Career (31-45),0,3.9000000000000004,0.19607843137254904,Very High,3
EMP03105,2015-08-09,58.0,Male,Single,Region IV-A,Bachelor,Marketing,Regular,Morning,27.6,57500.0,1.4,Needs Improvement,14.0,12,1,52.0,2.2,5.0,2,2,1,2015,High,Senior (46+),0,3.6,0.07246376811594203,Low,2
EMP01658,2011-05-20,58.0,Female,Single,Region IV-A,Bachelor,Sales,Project-based,Afternoon,8.6,34500.0,4.3,Exceeds Expectations,39.0,8,15,24.0,4.2,5.0,2,0,1,2011,Medium,Senior (46+),1,4.6,0.23255813953488372,Moderate,3
EMP03698,2011-08-01,34.0,Female,Married,Region IV-A,Master,Sales,Contractual,Graveyard,4.3,48000.0,5.0,Outstanding,52.0,11,35,21.0,6.5,1.0,1,2,1,2011,High,Mid-Career (31-45),1,3.75,0.23255813953488372,Very High,3
EMP05051,2020-05-03,51.0,Female,Married,NCR,Bachelor,Customer Service,Regular,Morning,23.2,41000.0,2.5,Meets Expectations,18.0,11,8,13.0,2.3,8.1,4,0,0,2020,High,Senior (46+),0,5.199999999999999,0.1724137931034483,Low,3
EMP05257,2010-05-02,42.0,Male,Single,NCR,Bachelor,Legal/Compliance,Contractual,Night,8.3,43000.0,3.2,Meets Expectations,39.0,12,14,14.0,4.5,6.6,1,1,0,2010,High,Mid-Career (31-45),0,5.55,0.12048192771084336,Moderate,3
EMP05744,2008-02-08,58.0,Female,Married,Region IV-A,Bachelor,Legal/Compliance,Regular,Night,30.0,58500.0,4.9,Outstanding,57.0,5,19,45.0,6.8,5.7,8,2,0,2008,High,Senior (46+),1,6.25,0.26666666666666666,Moderate,1
EMP01427,2017-11-28,42.0,Female,Widowed,NCR,Bachelor,Finance,Contractual,Afternoon,10.5,48500.0,3.2,Meets Expectations,45.0,14,10,8.0,4.6,4.6,2,1,1,2017,High,Mid-Career (31-45),0,4.6,0.19047619047619047,Low,3
EMP05281,2010-06-04,58.0,Male,Single,NCR,Master,Operations,Regular,Morning,23.8,59000.0,1.0,Needs Improvement,26.0,30,28,5.0,1.0,4.2,1,0,1,2010,High,Senior (46+),0,2.6,0.04201680672268907,High,2
EMP05818,2008-11-02,58.0,Female,Married,Region III,Bachelor,Marketing,Project-based,Morning,11.4,44500.0,4.5,Exceeds Expectations,40.0,11,7,75.0,6.7,6.1,3,1,1,2008,High,Senior (46+),1,6.4,0.2631578947368421,Low,3
EMP03908,2011-01-03,43.0,Female,Single,NCR,Master,Operations,Regular,Graveyard,14.4,54500.0,1.5,Needs Improvement,26.0,16,24,7.0,3.4,2.1,1,2,1,2011,High,Mid-Career (31-45),0,2.75,0.06944444444444445,High,2
EMP04185,2010-04-17,46.0,Male,Single,NCR,Bachelor,Finance,Regular,Morning,27.1,68000.0,3.8,Exceeds Expectations,47.0,18,5,14.0,4.0,4.0,7,4,0,2010,Very High,Senior (46+),0,4.0,0.25830258302583026,Low,1
EMP02770,2015-02-02,48.0,Male,Married,Region IV-A,High School,Sales,Regular,Afternoon,14.2,37000.0,1.0,Needs Improvement,17.0,13,8,31.0,4.2,6.7,1,0,0,2015,Medium,Senior (46+),0,5.45,0.07042253521126761,Low,2
EMP03657,2014-08-13,40.0,Female,Married,Region III,Bachelor,Customer Service,Regular,Morning,16.0,33000.0,3.3,Meets Expectations,33.0,14,29,78.0,1.7,7.1,3,1,0,2014,Medium,Mid-Career (31-45),0,4.3999999999999995,0.1875,High,3
EMP04410,2017-09-10,45.0,Male,Widowed,Region XI,Master,Operations,Contractual,Night,10.0,44500.0,4.4,Exceeds Expectations,70.0,10,23,218.0,4.2,6.8,3,2,1,2017,High,Mid-Career (31-45),1,5.5,0.3,High,3
EMP05984,2019-09-25,38.0,Female,Single,Region VII,Bachelor,Customer Service,Regular,Afternoon,13.1,33000.0,1.0,Needs Improvement,39.0,22,23,205.0,1.3,4.6,0,7,1,2019,Medium,Mid-Career (31-45),0,2.9499999999999997,0.0,High,2
EMP03754,2019-06-12,58.0,Female,Married,Region I,High School,Sales,Regular,Night,19.5,37500.0,4.0,Exceeds Expectations,30.0,10,21,284.0,6.4,6.0,6,2,1,2019,Medium,Senior (46+),1,6.2,0.3076923076923077,High,1
EMP02944,2022-05-19,32.0,Male,Married,Region VII,Master,IT,Regular,Afternoon,20.9,74500.0,1.4,Needs Improvement,22.0,23,16,274.0,1.0,5.3,2,3,1,2022,Very High,Mid-Career (31-45),0,3.15,0.09569377990430622,Moderate,2
EMP02834,2023-03-24,49.0,Female,Married,Region IV-A,Master,Marketing,Contractual,Graveyard,11.0,58000.0,3.8,Exceeds Expectations,32.0,9,18,35.0,5.8,2.6,2,1,1,2023,High,Senior (46+),0,4.2,0.18181818181818182,Moderate,3
EMP01009,2023-03-06,51.0,Male,Married,NCR,Master,HR,Regular,Night,26.3,65000.0,3.4,Meets Expectations,25.0,30,6,6.0,2.6,6.1,6,1,1,2023,Very High,Senior (46+),0,4.35,0.22813688212927757,Low,2
EMP03928,2009-08-19,54.0,Female,Single,Region III,Bachelor,Legal/Compliance,Regular,Afternoon,28.2,59000.0,1.0,Needs Improvement,9.0,15,21,72.0,2.0,6.4,2,2,0,2009,High,Senior (46+),0,4.2,0.07092198581560284,High,2
EMP05141,2021-05-23,50.0,Male,Single,Region XI,Bachelor,Sales,Project-based,Night,6.5,31500.0,3.9,Exceeds Expectations,45.0,9,26,272.0,4.2,2.8,2,2,1,2021,Medium,Senior (46+),0,3.5,0.3076923076923077,High,3
EMP04361,2008-07-20,58.0,Female,Single,Region IV-A,Bachelor,Marketing,Regular,Night,27.4,60000.0,1.4,Needs Improvement,25.0,21,15,51.0,1.0,4.8,3,1,0,2008,High,Senior (46+),0,2.9,0.10948905109489052,Moderate,2
EMP01752,2010-07-26,58.0,Female,Single,Region IV-A,Bachelor,Customer Service,Contractual,Night,15.7,41500.0,3.1,Meets Expectations,44.0,30,19,21.0,2.0,6.5,3,2,1,2010,High,Senior (46+),0,4.25,0.1910828025477707,Moderate,2
EMP04131,2011-02-20,51.0,Female,Single,NCR,Bachelor,Marketing,Regular,Graveyard,24.1,51000.0,3.7,Exceeds Expectations,42.0,14,27,12.0,5.2,2.7,6,1,0,2011,High,Senior (46+),0,3.95,0.24896265560165973,High,1
EMP01145,2021-05-13,58.0,Male,Married,NCR,Bachelor,Sales,Contractual,Night,9.9,35000.0,2.8,Meets Expectations,37.0,12,17,12.0,5.6,4.4,2,5,1,2021,Medium,Senior (46+),0,5.0,0.20202020202020202,Moderate,3
EMP01671,2017-04-29,50.0,Female,Single,Region IV-A,Master,Operations,Contractual,Morning,10.4,49000.0,3.2,Meets Expectations,40.0,11,33,46.0,4.2,5.6,2,0,1,2017,High,Senior (46+),0,4.9,0.1923076923076923,Very High,3
EMP03292,2019-12-19,47.0,Male,Married,Region XI,Bachelor,Sales,Contractual,Graveyard,7.2,34500.0,1.0,Needs Improvement,18.0,17,13,300.0,1.0,3.7,0,2,1,2019,Medium,Senior (46+),0,2.35,0.0,Moderate,2
EMP04067,2018-04-18,58.0,Female,Married,NCR,Bachelor,Operations,Regular,Afternoon,29.1,53000.0,1.2,Needs Improvement,15.0,18,17,10.0,4.7,3.6,2,2,0,2018,High,Senior (46+),0,4.15,0.06872852233676975,Moderate,2
EMP05296,2020-12-18,36.0,Female,Separated,Region IV-A,Master,Sales,Regular,Night,10.4,46000.0,2.5,Meets Expectations,33.0,11,21,19.0,3.0,7.2,2,1,1,2020,High,Mid-Career (31-45),0,5.1,0.1923076923076923,High,3
EMP05181,2020-02-28,44.0,Female,Single,NCR,Vocational,Sales,Contractual,Afternoon,7.8,33500.0,2.9,Meets Expectations,28.0,10,13,11.0,5.8,6.7,1,3,1,2020,Medium,Mid-Career (31-45),0,6.25,0.12820512820512822,Moderate,3
EMP01152,2010-07-27,47.0,Male,Single,Region IV-A,Bachelor,Operations,Contractual,Morning,7.9,31500.0,4.5,Exceeds Expectations,38.0,7,12,54.0,6.0,4.6,4,0,1,2010,Medium,Senior (46+),1,5.3,0.5063291139240506,Moderate,3
EMP04785,2023-04-26,49.0,Female,Single,Region III,Bachelor,Marketing,Project-based,Morning,8.7,40500.0,2.6,Meets Expectations,39.0,14,9,42.0,3.2,5.8,2,0,1,2023,High,Senior (46+),0,4.5,0.2298850574712644,Low,3
EMP04895,2009-01-11,58.0,Male,Married,Region IV-A,Bachelor,Marketing,Regular,Morning,30.0,58500.0,4.3,Exceeds Expectations,48.0,13,15,63.0,3.9,3.9,8,0,0,2009,High,Senior (46+),1,3.9,0.26666666666666666,Moderate,1
EMP03457,2014-09-17,46.0,Female,Married,Region IV-A,Vocational,Finance,Project-based,Morning,10.7,48000.0,3.5,Meets Expectations,38.0,9,19,23.0,4.8,4.7,2,2,1,2014,High,Senior (46+),0,4.75,0.1869158878504673,Moderate,3
EMP02789,2016-04-08,34.0,Female,Widowed,NCR,Bachelor,Operations,Contractual,Night,4.2,25000.0,3.6,Exceeds Expectations,34.0,13,41,38.0,2.9,3.2,1,3,1,2016,Low,Mid-Career (31-45),0,3.05,0.23809523809523808,Very High,3
EMP03448,2021-08-06,40.0,Male,Single,NCR,PhD,Operations,Regular,Night,11.5,62000.0,2.6,Meets Expectations,38.0,14,22,6.0,2.6,5.8,2,1,0,2021,Very High,Mid-Career (31-45),0,4.2,0.17391304347826086,High,3
EMP05994,2022-11-20,35.0,Female,Single,NCR,Bachelor,IT,Regular,Morning,14.5,51500.0,3.0,Meets Expectations,46.0,14,16,14.0,2.9,7.4,2,1,1,2022,High,Mid-Career (31-45),0,5.15,0.13793103448275862,Moderate,3
EMP05343,2010-02-24,58.0,Female,Single,NCR,Vocational,Customer Service,Contractual,Night,14.7,34500.0,4.2,Exceeds Expectations,42.0,12,25,11.0,6.5,6.5,4,0,0,2010,Medium,Senior (46+),1,6.5,0.272108843537415,High,3
EMP04890,2019-05-31,52.0,Male,Married,NCR,Bachelor,Sales,Regular,Afternoon,17.7,30000.0,2.6,Meets Expectations,26.0,11,10,9.0,4.8,4.8,4,0,1,2019,Medium,Senior (46+),0,4.8,0.22598870056497175,Low,3
EMP01562,2012-09-17,39.0,Female,Single,NCR,Master,Operations,Regular,Morning,11.0,45500.0,1.0,Needs Improvement,10.0,14,25,7.0,4.2,3.2,0,4,1,2012,High,Mid-Career (31-45),0,3.7,0.0,High,2
EMP03433,2011-03-27,34.0,Male,Married,NCR,Master,Legal/Compliance,Regular,Morning,12.4,62000.0,3.3,Meets Expectations,41.0,15,32,5.0,3.0,3.6,3,4,0,2011,Very High,Mid-Career (31-45),0,3.3,0.24193548387096772,Very High,3
EMP03882,2022-06-06,50.0,Female,Single,Region IV-A,Master,Customer Service,Contractual,Night,11.8,47500.0,2.6,Meets Expectations,46.0,10,36,24.0,2.8,6.1,2,3,1,2022,High,Senior (46+),0,4.449999999999999,0.1694915254237288,Very High,3
EMP04467,2023-07-21,49.0,Female,Single,Region III,Bachelor,Finance,Regular,Night,30.0,55500.0,4.2,Exceeds Expectations,61.0,7,14,80.0,3.0,9.5,8,1,0,2023,High,Senior (46+),1,6.25,0.26666666666666666,Moderate,1
EMP01417,2022-03-24,43.0,Male,Married,Region III,Bachelor,Sales,Regular,Night,12.4,38000.0,1.0,Needs Improvement,30.0,14,10,51.0,1.0,9.4,0,3,1,2022,Medium,Mid-Career (31-45),0,5.2,0.0,Low,2
EMP01625,2022-12-21,54.0,Male,Married,NCR,Master,IT,Regular,Afternoon,27.0,77500.0,3.0,Meets Expectations,32.0,9,28,14.0,2.8,3.8,5,0,0,2022,Very High,Senior (46+),0,3.3,0.18518518518518517,High,1
EMP04735,2011-02-20,34.0,Male,Married,Region III,Bachelor,Operations,Regular,Night,9.7,34000.0,3.2,Meets Expectations,47.0,9,16,53.0,2.2,4.4,2,1,1,2011,Medium,Mid-Career (31-45),0,3.3000000000000003,0.2061855670103093,Moderate,3
EMP02438,2022-05-05,25.0,Male,Single,Region IV-A,Master,IT,Contractual,Night,2.1,54500.0,1.3,Needs Improvement,41.0,15,27,48.0,3.1,5.1,0,0,1,2022,High,Young (18-30),0,4.1,0.0,High,2
EMP03437,2017-01-01,29.0,Male,Married,Region XI,Bachelor,Sales,Regular,Night,8.9,29000.0,3.0,Meets Expectations,35.0,11,22,300.0,2.5,5.2,1,0,0,2017,Medium,Young (18-30),0,3.85,0.11235955056179775,High,3
EMP04314,2017-05-19,39.0,Female,Married,Region III,Bachelor,Operations,Regular,Morning,12.4,32000.0,1.4,Needs Improvement,24.0,14,25,76.0,1.0,6.0,1,1,1,2017,Medium,Mid-Career (31-45),0,3.5,0.08064516129032258,High,2
